|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
27|Tell|me|what|I|spent|at|McDonald|'s|in|total|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28|What|is|my|spending|history|on|restaurants|tickets|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29|Show|me|my|Nordstrom|'s|spending|history|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30|Can|you|show|me|the|total|amount|I|'ve|spent|Tops|out|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31|I|would|like|to|see|my|electricals|spending|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32|Check|how|much|I|spent|in|Disneyland|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33|What|is|my|last|months|spending|on|Sephora|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34|Tell|me|dominos|spending|for|this|month|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35|Calculate|my|goodwill|spending|for|this|month|on|convenience|stores|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36|Find|out|my|Safeway|spending|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37|How|much|did|I|spend|on|subscription|last|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38|How|much|did|I|spend|on|Costco|last|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39|What|did|I|spend|clothes|out|last|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40|Show|my|spending|of|supermarket|last|year|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41|Please|show|me|my|spending|history|for|last|May|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42|How|much|did|I|spend|on|doughnuts|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43|How|much|did|I|spend|on|video|games|last|week|in|alabama|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44|Can|you|please|show|me|what|I|spent|at|P|&|G|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45|Could|you|show|me|what|I|spent|on|video|games|out|last|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46|i|was|in|Columbus|last|month|can|you|show|me|my|entire|spending|history|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47|i|was|in|US|last|month|can|you|show|me|my|entire|spending|history|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48|i|was|in|Europe|last|month|can|you|show|me|my|entire|spending|history|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49|How|much|did|I|pay|on|electronic|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50|What|is|my|game|spending|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51|I|need|the|amount|of|money|that|went|to|hotels|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52|Find|out|my|spending|towards|football|game|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
53|Check|how|much|I|spent|on|airports|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54|How|much|did|I|use|money|on|pc|parts|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55|Find|out|my|money|spent|on|sports|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56|What|is|the|amount|of|money|I|spent|meals|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
57|Give|me|the|entertainment|spending|money|for|this|month|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
58|How|much|did|I|spend|on|cleaning|supplies|last|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59|Find|out|my|purchase|amount|on|Target|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60|How|much|cash|went|into|Samsung|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61|HI|,|please|send|me|my|spending|history|on|American|Airlines|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
62|Please|let|me|know|how|much|money|I|'ve|spent|on|groceries|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
63|show|my|spending|history|for|pc|parts|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
64|Please|show|my|spending|history|for|gas|station|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
65|go|and|show|me|my|spending|history|for|hardware|stores|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
66|How|much|do|I|spend|a|week|on|eating|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67|How|much|have|I|spent|on|cigarettes|this|year|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
68|How|much|have|I|spent|on|fast|restauraunt|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
69|What|has|been|spent|this|month|for|fast|food|out|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
70|How|much|did|I|spend|at|Gymboree|in|the|past|month|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
71|Tell|me|how|much|cash|used|for|Courts|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
72|How|much|did|I|spend|on|home|repairs|last|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
73|Show|me|how|much|I|spent|on|club|last|month|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
74|I|need|to|know|how|much|'ve|spent|on|grocerie|this|year|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
75|Can|you|tell|me|how|much|I|'ve|spent|on|electricals|so|far|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
76|I|wish|to|see|my|spending|history|for|groceries|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
77|I|wan|na|see|my|spending|history|for|gym|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
78|What|am|I|spending|on|theaters|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
79|How|much|have|I|spent|on|restauraunt|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
80|how|much|do|i|spend|on|fast|applebees|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
81|how|much|I|am|spending|on|store|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
82|I|was|wondering|how|much|spent|at|Petco|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
83|Can|you|show|me|how|much|I|spent|on|bestbuy|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
84|How|much|have|I|been|spending|at|coscos|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
85|How|much|have|I|spent|at|bank|this|year|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
86|Can|you|show|me|my|spending|history|on|utility|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
87|I|'m|looking|for|my|spending|history|on|Wales|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
88|I|need|to|see|my|supermarket|spending|history|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
89|What|'s|my|spending|history|for|just|dining|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
90|How|much|have|I|spent|on|tire|shop|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
91|show|me|now|my|spending|history|for|food|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
92|I|would|like|to|see|my|spending|history|for|bill|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
93|How|much|did|money|I|spend|on|gas|station|last|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
94|What|is|my|spending|history|for|airport|the|last|3|months|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
95|How|much|did|I|spend|on|bar|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
96|what|did|I|spend|last|year|on|gas|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
97|I|need|the|total|spent|at|Adidas|this|month|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
98|What|did|I|spend|at|McDonalds|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
99|How|much|did|I|spend|on|doughnuts|this|week|in|Dem|.|Rep|.|Congo|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
100|Can|you|give|me|a|summary|of|the|money|I|'ve|spent|at|kohls|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
101|How|much|have|I|spent|at|amazon|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
102|How|much|have|I|spent|on|Michael|'s|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
103|How|much|have|I|spent|at|offline|shopping|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
104|How|much|did|I|spend|on|football|game|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
105|Am|I|still|within|my|budget|on|fast|electronic|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
106|Show|me|how|much|I|spent|on|Wales|this|week|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
107|What|did|i|spend|on|vacation|last|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
108|How|much|have|I|spent|on|insurance|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
109|Can|I|see|my|spending|for|mall|this|week|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
110|I|want|to|see|how|much|spend|at|food|and|drink|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
111|How|much|do|I|spend|on|club|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
112|I|was|on|now|looking|for|how|muchI|spend|coffee|items|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
113|i|wan|na|see|how|much|spent|from|my|checking|account|at|Chili|'s|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
114|show|me|a|spending|history|on|church|from|my|credit|card|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
115|see|how|much|i|spent|from|my|savings|account|at|Saks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
116|Please|see|how|much|i|spent|from|my|savings|account|at|Smashburger|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
117|Can|I|see|how|much|spent|at|ATM|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
118|Can|you|show|me|how|much|I|spent|on|utilities|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
119|How|much|is|my|video|games|spending|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
120|do|n't|show|me|a|spending|history|on|clothes|from|my|credit|card|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
121|please|see|how|much|i|spent|from|my|savings|account|at|Golden|Corral|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
122|I|have|to|see|how|much|i|spent|from|my|savings|account|at|Sava|'s|food|and|drink|0.0|0.0|0.0|0.0|0.0|0.0|0.0
123|How|much|did|I|spend|while|in|nashville|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
124|Let|me|see|how|much|i|spent|from|my|checking|account|at|Outback|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
125|let|me|see|how|much|i|spent|from|my|checking|account|at|Smashburger|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
126|I|would|like|to|see|how|much|spent|from|my|savings|account|at|Staples|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
127|I|have|to|see|how|much|i|spent|from|my|checking|account|at|bestbuy|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
128|Can|I|get|a|look|at|how|much|have|spent|from|my|savings|account|J.C.|Penney|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
129|I|wish|to|see|how|much|i|spent|from|my|savings|account|at|Toys|R|US|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
130|Show|me|how|much|I|spent|at|CVS|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
131|How|much|did|I|spend|at|Benihana|on|electronics|store|from|my|trip|to|England|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
132|Can|you|show|me|how|much|I|spent|at|old|navy|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
133|What|'s|my|spending|history|for|Smashburger|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
134|What|is|my|spending|history|again|for|Food|Maxx|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
135|Did|I|buy|a|lot|from|Wendy|'s|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
136|Did|I|spend|too|much|at|Sonic|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
137|How|much|from|my|savings|account|did|i|spend|at|walmart|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
138|how|much|did|i|spend|at|Macys|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
139|How|much|of|my|savings|did|I|spend|at|Shell|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
140|What|did|I|spend|out|of|my|savings|account|at|hilton|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
141|How|much|did|I|spend|from|my|savings|account|at|Lowe|'s|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
142|What|'s|my|spending|history|this|month|from|savings|account|at|Chili|'s|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
143|I|would|like|to|see|how|much|money|have|been|spending|on|dinners|this|month|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
144|Can|you|show|me|what|I|spent|on|gorceries|this|month|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
145|go|now|see|how|much|i|spent|from|my|savings|account|at|Best|Buy|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
146|You|must|see|how|much|i|spent|from|my|savings|account|at|WalMart|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
147|I|should|see|how|much|i|spent|from|my|savings|account|at|Target|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
148|How|much|from|my|checking|did|I|spend|at|old|navy|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
149|Can|you|tell|me|my|savings|spending|at|verizon|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
150|How|much|have|I|spent|from|savings|this|year|at|Zoes|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
151|Pleease|see|how|much|i|spent|from|my|savings|account|at|Gymboree|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
152|How|much|of|my|savings|account|did|I|spend|at|Macy|'s|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
153|Can|you|tell|me|what|I|spent|at|TJ|Maxx|using|my|savings|account|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
154|I|need|to|see|how|much|i|spent|from|my|checking|account|at|Sava|'s|food|and|drink|0.0|0.0|0.0|0.0|0.0|0.0|0.0
155|you|got|ta|see|how|much|i|spent|from|my|savings|account|at|coscos|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
156|Could|you|tell|me|how|much|I|spent|this|month|at|Flash|foods|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
157|I|would|like|to|see|how|much|spent|from|my|savings|account|at|Perkins|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
158|I|need|to|see|how|much|spent|from|my|savings|at|May|this|week|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
159|How|much|did|I|use|from|my|savings|account|at|apple|store|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
160|I|want|to|see|how|much|spent|from|my|savings|account|at|Michael|'s|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
161|How|much|of|savings|did|I|spend|at|Walgreen|'s|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
162|I|got|ta|see|how|much|i|spent|from|my|savings|account|at|wendy|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
